epoch,accuracy,loss,val_accuracy,val_loss
0,0.24565821886062622,2.0624494552612305,0.22646698355674744,2.073885440826416
1,0.2919159531593323,2.05875825881958,0.19562524557113647,2.069175958633423
2,0.29629790782928467,2.0535950660705566,0.20399658381938934,2.0492241382598877
3,0.3194262385368347,2.0354502201080322,0.20629540085792542,1.9991766214370728
4,0.34288397431373596,2.003014326095581,0.20639751851558685,1.9803364276885986
5,0.3685143291950226,1.9705779552459717,0.3210446238517761,1.9401377439498901
6,0.3383072018623352,1.9534486532211304,0.31474876403808594,1.9345883131027222
7,0.3421633243560791,1.9386696815490723,0.28568235039711,1.9418251514434814
8,0.34935450553894043,1.927801489830017,0.3283924162387848,1.9102354049682617
9,0.3246668577194214,1.9290751218795776,0.3331068456172943,1.9072567224502563
10,0.2608349919319153,1.9375277757644653,0.18834514915943146,1.9389094114303589
11,0.22596034407615662,1.9283088445663452,0.17758360505104065,1.928611397743225
12,0.22994090616703033,1.8888856172561646,0.2323152720928192,1.9037688970565796
13,0.2703806161880493,1.8655527830123901,0.2170209139585495,1.9362796545028687
14,0.2664705216884613,1.8576160669326782,0.1979118138551712,1.925634741783142
15,0.258497416973114,1.8652914762496948,0.18751592934131622,1.9236412048339844
