epoch,accuracy,loss,val_accuracy,val_loss
0,0.22548280656337738,1.8231680393218994,0.2413943111896515,1.9448972940444946
1,0.2520473599433899,1.7914785146713257,0.22807246446609497,2.0241854190826416
2,0.28433656692504883,1.7358731031417847,0.273197203874588,1.965912938117981
3,0.31592121720314026,1.6977788209915161,0.31683549284935,1.7918955087661743
4,0.3369852900505066,1.6611909866333008,0.28751999139785767,1.944180965423584
5,0.35307371616363525,1.6203891038894653,0.3068832755088806,1.8930684328079224
6,0.36143958568573,1.5885448455810547,0.33668971061706543,1.7661429643630981
7,0.3646518588066101,1.5718326568603516,0.30758270621299744,1.8526618480682373
8,0.37803390622138977,1.5258872509002686,0.35383227467536926,1.711006999015808
9,0.3722342252731323,1.513154149055481,0.34566766023635864,1.6765804290771484
