epoch,accuracy,loss,val_accuracy,val_loss
0,0.40372326970100403,1.235533595085144,0.3791711628437042,1.5175999402999878
1,0.40147629380226135,1.2014801502227783,0.40070801973342896,1.471580982208252
2,0.42497214674949646,1.131422519683838,0.41992831230163574,1.4214528799057007
3,0.44249996542930603,1.0988280773162842,0.40879589319229126,1.4679532051086426
4,0.4175909161567688,1.1681653261184692,0.4038132429122925,1.5097118616104126
5,0.4276163876056671,1.1166189908981323,0.4425150454044342,1.4521914720535278
6,0.4354749023914337,1.082444429397583,0.4158579111099243,1.4941779375076294
7,0.4584357440471649,1.0400913953781128,0.437653124332428,1.4031357765197754
8,0.46533676981925964,1.000020146369934,0.502606987953186,1.2917547225952148
9,0.481987327337265,0.9740355610847473,0.47738775610923767,1.364828109741211
