epoch,accuracy,loss,val_accuracy,val_loss
0,0.1523238867521286,2.1730594635009766,0.07111131399869919,2.150779962539673
1,0.29293280839920044,2.053295373916626,0.07111131399869919,2.2161595821380615
2,0.2934715747833252,2.044003486633301,0.07109563797712326,2.2468910217285156
3,0.280396431684494,2.041160821914673,0.053964462131261826,2.26423978805542
4,0.17639228701591492,2.03964900970459,0.060248471796512604,2.2701222896575928
5,0.2707439363002777,2.0311808586120605,0.05802307277917862,2.3047497272491455
6,0.2624727487564087,2.0240447521209717,0.04562484845519066,2.2483935356140137
7,0.24632541835308075,2.0262856483459473,0.06118511036038399,2.2486093044281006
8,0.22993126511573792,2.1768691539764404,0.05242778733372688,2.4064371585845947
9,0.2686525285243988,2.0418667793273926,0.07111131399869919,2.2670955657958984
10,0.29346805810928345,2.0383858680725098,0.07111131399869919,2.270766019821167
11,0.2934607267379761,2.0380396842956543,0.07111131399869919,2.2740654945373535
12,0.2934527099132538,2.037870407104492,0.07111131399869919,2.276601791381836
13,0.16475822031497955,2.037785291671753,0.024065189063549042,2.278372287750244
14,0.11811172217130661,2.0377395153045654,0.024065189063549042,2.2795183658599854
15,0.11811105906963348,2.0377159118652344,0.024065189063549042,2.2802298069000244
16,0.11810988187789917,2.0377016067504883,0.024065189063549042,2.280667304992676
17,0.11811056733131409,2.0376923084259033,0.024065189063549042,2.280916452407837
18,0.11811051517724991,2.0376880168914795,0.024065189063549042,2.2810211181640625
19,0.11810971051454544,2.037686347961426,0.024065189063549042,2.281076192855835
20,0.1181095689535141,2.0376853942871094,0.024065189063549042,2.281099319458008
21,0.11810973286628723,2.0376856327056885,0.024065189063549042,2.2810916900634766
22,0.11810913681983948,2.0376851558685303,0.024065189063549042,2.28106427192688
23,0.11810915917158127,2.037684440612793,0.024065189063549042,2.2810208797454834
24,0.11810915917158127,2.0376856327056885,0.024065189063549042,2.280977964401245
25,0.11810946464538574,2.0376851558685303,0.024065189063549042,2.2809548377990723
