epoch,accuracy,loss,val_accuracy,val_loss
0,0.11746097356081009,2.0695464611053467,0.09362763911485672,2.154703378677368
1,0.10966408252716064,1.9669498205184937,0.10355400294065475,2.0289480686187744
2,0.13008637726306915,1.8928496837615967,0.11771911382675171,1.999485731124878
3,0.1441633552312851,1.8582053184509277,0.1612015962600708,1.9527498483657837
4,0.17474991083145142,1.842382550239563,0.16614803671836853,1.9777002334594727
5,0.1965622454881668,1.7850253582000732,0.16848967969417572,1.9718945026397705
6,0.21645809710025787,1.7843523025512695,0.19123192131519318,1.920597791671753
7,0.24824082851409912,1.7458157539367676,0.28843796253204346,1.8020823001861572
8,0.3089834153652191,1.6964846849441528,0.32429778575897217,1.776550531387329
9,0.28200289607048035,1.7151325941085815,0.3049527108669281,1.8420064449310303
10,0.33829036355018616,1.6102252006530762,0.3399622142314911,1.726617693901062
11,0.33344566822052,1.5884586572647095,0.33633774518966675,1.7114295959472656
12,0.34536150097846985,1.5634492635726929,0.3469778299331665,1.712794542312622
13,0.3548109531402588,1.5319275856018066,0.31761112809181213,1.796593427658081
14,0.3670295476913452,1.4831080436706543,0.35962656140327454,1.667832851409912
15,0.3761584162712097,1.4480485916137695,0.3861634433269501,1.585566759109497
16,0.3867018222808838,1.4180049896240234,0.3777003586292267,1.5891714096069336
17,0.3805946111679077,1.4066346883773804,0.38146770000457764,1.5710169076919556
18,0.3933615982532501,1.3813704252243042,0.40772348642349243,1.5017534494400024
19,0.40851184725761414,1.3363914489746094,0.4078391492366791,1.4829270839691162
20,0.4026825726032257,1.3321590423583984,0.38062724471092224,1.5700329542160034
21,0.4075033664703369,1.3056058883666992,0.4063652753829956,1.4926143884658813
22,0.4112991690635681,1.2595561742782593,0.368793249130249,1.5766438245773315
23,0.40801623463630676,1.2412278652191162,0.41316625475883484,1.4810600280761719
24,0.42492955923080444,1.1784729957580566,0.4199307858943939,1.4435571432113647
25,0.43592509627342224,1.1303696632385254,0.41519519686698914,1.455873727798462
26,0.4295710027217865,1.0998477935791016,0.4155821204185486,1.4618414640426636
27,0.43745750188827515,1.0760447978973389,0.43266165256500244,1.4154468774795532
28,0.44842520356178284,1.0387781858444214,0.44258785247802734,1.4284858703613281
29,0.4600631296634674,1.008340835571289,0.4520077407360077,1.3415948152542114
30,0.46196064352989197,0.9963741302490234,0.4439592957496643,1.3659554719924927
31,0.47719207406044006,0.960124671459198,0.46218597888946533,1.327894926071167
32,0.4923376142978668,0.9250124096870422,0.47279608249664307,1.3211474418640137
33,0.4966248869895935,0.8982975482940674,0.49355271458625793,1.2832605838775635
34,0.5168667435646057,0.8815612196922302,0.48510995507240295,1.2917193174362183
35,0.5269315838813782,0.8425244688987732,0.49904489517211914,1.2367889881134033
36,0.5458890795707703,0.8103347420692444,0.5150068998336792,1.213431477546692
37,0.5557857155799866,0.7832512855529785,0.5403937697410583,1.1569607257843018
38,0.5668079853057861,0.7503373026847839,0.5397562384605408,1.161059021949768
39,0.567173957824707,0.7568889856338501,0.5225921869277954,1.2245014905929565
40,0.5707576274871826,0.7391968965530396,0.52837735414505,1.2149938344955444
41,0.5894040465354919,0.7059618234634399,0.5541304349899292,1.1176559925079346
42,0.5981423854827881,0.6821476817131042,0.5718300938606262,1.0934287309646606
43,0.6020295023918152,0.6676069498062134,0.588580846786499,1.0592035055160522
44,0.6165652871131897,0.6395140290260315,0.6132099628448486,0.9984585642814636
45,0.6242749691009521,0.6361914277076721,0.5960012078285217,1.0545772314071655
46,0.623112678527832,0.6387761831283569,0.6232417225837708,0.9915491938591003
47,0.6468208432197571,0.5842586755752563,0.6339479684829712,0.9513780474662781
48,0.631227433681488,0.6175041794776917,0.6255269646644592,0.9627122282981873
49,0.6581859588623047,0.5621159076690674,0.6454372406005859,0.9358929395675659
